url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193427433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 450.000.000 | $ 1.480.000.000 | $ 9.500.000 | $ 465.000.000 | $ 2.500.000 | $ 264.000.000 | $ 750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 06:38:22.852729+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/192750095,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 450.000.000 | $ 1.480.000.000 | $ 9.500.000 | $ 465.000.000 | $ 2.500.000 | $ 264.000.000 | $ 750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 06:38:22.889024+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-salle-bogota/193290107,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 450.000.000 | $ 1.480.000.000 | $ 9.500.000 | $ 465.000.000 | $ 2.500.000 | $ 264.000.000 | $ 750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 06:38:22.898103+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 450.000.000 | $ 1.480.000.000 | $ 9.500.000 | $ 465.000.000 | $ 2.500.000 | $ 264.000.000 | $ 750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 06:38:22.907172+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193470079,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 450.000.000 | $ 1.480.000.000 | $ 9.500.000 | $ 465.000.000 | $ 2.500.000 | $ 264.000.000 | $ 750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 06:38:22.935215+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-montevideo-bogota/193592330,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 450.000.000 | $ 1.480.000.000 | $ 9.500.000 | $ 465.000.000 | $ 2.500.000 | $ 264.000.000 | $ 750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 06:38:22.962393+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-usatama-bogota/193380265,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 450.000.000 | $ 1.480.000.000 | $ 9.500.000 | $ 465.000.000 | $ 2.500.000 | $ 264.000.000 | $ 750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 06:38:23.406223+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-san-fernando-occidental-bogota/193165852,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 450.000.000 | $ 1.480.000.000 | $ 9.500.000 | $ 465.000.000 | $ 2.500.000 | $ 264.000.000 | $ 750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 06:38:23.418865+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193573400,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 450.000.000 | $ 1.480.000.000 | $ 9.500.000 | $ 465.000.000 | $ 2.500.000 | $ 264.000.000 | $ 750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 06:38:23.428623+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-san-patricio-bogota/193633296,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 450.000.000 | $ 1.480.000.000 | $ 9.500.000 | $ 465.000.000 | $ 2.500.000 | $ 264.000.000 | $ 750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 06:38:23.450566+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/193390131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 450.000.000 | $ 1.480.000.000 | $ 9.500.000 | $ 465.000.000 | $ 2.500.000 | $ 264.000.000 | $ 750.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 06:38:23.572757+00:00
