url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-galerias-bogota/193256970,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000.000 | $ 350.000.000 | $ 760.000.000 | $ 3.000.000 | $ 230.000.000 | $ 400.000.000 | $ 950.000.000 | $ 8.892.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 00:23:39.127314+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193468821,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000.000 | $ 350.000.000 | $ 760.000.000 | $ 3.000.000 | $ 230.000.000 | $ 400.000.000 | $ 950.000.000 | $ 8.892.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 00:23:39.304191+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-santa-helenita-bogota/193455159,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000.000 | $ 350.000.000 | $ 760.000.000 | $ 3.000.000 | $ 230.000.000 | $ 400.000.000 | $ 950.000.000 | $ 8.892.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 00:23:39.433991+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-los-monjes-bogota/193452880,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000.000 | $ 350.000.000 | $ 760.000.000 | $ 3.000.000 | $ 230.000.000 | $ 400.000.000 | $ 950.000.000 | $ 8.892.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 00:23:39.441146+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000.000 | $ 350.000.000 | $ 760.000.000 | $ 3.000.000 | $ 230.000.000 | $ 400.000.000 | $ 950.000.000 | $ 8.892.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 00:23:39.467331+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193413670,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000.000 | $ 350.000.000 | $ 760.000.000 | $ 3.000.000 | $ 230.000.000 | $ 400.000.000 | $ 950.000.000 | $ 8.892.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 00:23:39.480647+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193406957,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000.000 | $ 350.000.000 | $ 760.000.000 | $ 3.000.000 | $ 230.000.000 | $ 400.000.000 | $ 950.000.000 | $ 8.892.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 00:23:40.068316+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bella-suiza-bogota/193388722,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000.000 | $ 350.000.000 | $ 760.000.000 | $ 3.000.000 | $ 230.000.000 | $ 400.000.000 | $ 950.000.000 | $ 8.892.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 00:23:40.236609+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/193481563,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000.000 | $ 350.000.000 | $ 760.000.000 | $ 3.000.000 | $ 230.000.000 | $ 400.000.000 | $ 950.000.000 | $ 8.892.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 00:23:40.251124+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-nieves-bogota/193112027,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.300.000.000 | $ 350.000.000 | $ 760.000.000 | $ 3.000.000 | $ 230.000.000 | $ 400.000.000 | $ 950.000.000 | $ 8.892.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-31 00:23:40.292291+00:00
