url,information,date_time
https://www.fincaraiz.com.co//bodega-en-arriendo-en-santa-fe-bogota/192750030,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.348.000.000 | $ 425.000.000 | $ 535.000.000 | $ 535.000.000 | $ 218.000.000 | $ 790.000.000 | $ 305.000.000 | $ 263.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-28 07:19:58.308806+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-alhambra-bogota/192253651,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.348.000.000 | $ 425.000.000 | $ 535.000.000 | $ 535.000.000 | $ 218.000.000 | $ 790.000.000 | $ 305.000.000 | $ 263.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-28 07:19:58.316284+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-ana-oriental-bogota/192275705,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.348.000.000 | $ 425.000.000 | $ 535.000.000 | $ 535.000.000 | $ 218.000.000 | $ 790.000.000 | $ 305.000.000 | $ 263.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-28 07:19:58.484506+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.348.000.000 | $ 425.000.000 | $ 535.000.000 | $ 535.000.000 | $ 218.000.000 | $ 790.000.000 | $ 305.000.000 | $ 263.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-28 07:19:58.507138+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193588873,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.348.000.000 | $ 425.000.000 | $ 535.000.000 | $ 535.000.000 | $ 218.000.000 | $ 790.000.000 | $ 305.000.000 | $ 263.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-28 07:19:58.513599+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-sur-occidental-bogota/191995619,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.348.000.000 | $ 425.000.000 | $ 535.000.000 | $ 535.000.000 | $ 218.000.000 | $ 790.000.000 | $ 305.000.000 | $ 263.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-28 07:19:59.053637+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-pasadena-bogota/193736900,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.348.000.000 | $ 425.000.000 | $ 535.000.000 | $ 535.000.000 | $ 218.000.000 | $ 790.000.000 | $ 305.000.000 | $ 263.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-28 07:19:59.121538+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193638884,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.348.000.000 | $ 425.000.000 | $ 535.000.000 | $ 535.000.000 | $ 218.000.000 | $ 790.000.000 | $ 305.000.000 | $ 263.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-28 07:19:59.128511+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-andes-norte-bogota/193546644,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.348.000.000 | $ 425.000.000 | $ 535.000.000 | $ 535.000.000 | $ 218.000.000 | $ 790.000.000 | $ 305.000.000 | $ 263.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-28 07:19:59.329524+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-sotileza-bogota/193568828,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.348.000.000 | $ 425.000.000 | $ 535.000.000 | $ 535.000.000 | $ 218.000.000 | $ 790.000.000 | $ 305.000.000 | $ 263.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-28 07:19:59.354818+00:00
