url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-modelia-occidental-bogota/193428194,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:07.024324+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/191955675,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:07.238569+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-montevideo-bogota/193592330,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:07.536213+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193427433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:07.547858+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-paredes-bogota/193291243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:07.822050+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:07.843629+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-salle-bogota/193290107,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:07.888881+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-central-bogota/192750067,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:07.898982+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-recodo-del-country-bogota/192058144,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:07.933195+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/192750095,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.500.000 | $ 600.000.000 | $ 330.000.000 | $ 1.900.000 | $ 3.000.000 | $ 1.600.000 | $ 3.200.000 | $ 247.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-17 12:20:07.944203+00:00
